campaign_id,Campaign Name,audience_segment_a,audience_segment_b,Name from,Sending date,Daily revenue,Subject,Sent,Non delivered,Hard bounces,Soft bounces,Non delivered rate,Delivered,Total opens,Opens,Trackable open rate,Apple MPP Opens,Total clicked,Clicked,Click rate,Click-to-Open rate,Unsubscribed,Unsubscription rate,Delivered rate,Hard Bounces rate,Soft Bounces rate,Complaints,Complaints rate,Audience Segment A IDs,Audience Segment B IDs
1839,YouSweep - Tesco (Sep25),193,177,100 Tesco Via Your Freebie Style,2025-09-12,0.0,contact.FIRSTNAME }} Your £100 Tesco Gift Card Entry Needs Confirmation,25733,7,0,8,0.0003,25726,6421,4333,0.1985,3902,1248,840,0.0327,0.1939,63,0.0024,0.9997,0.0,0.0003,1,0.0,[193],[177]
1836,Jumpman Gaming Limited - Rainbow Spins (Batched Send),179 + List YFS active,94,Spins Promotions Via Your Freebie Style,2025-09-13,417.0,"contact.FIRSTNAME | default : ""Hello"" }} access up to 500 free spins",10894,8,0,9,0.0007,10886,2624,1797,0.186,1227,113,88,0.0081,0.049,33,0.003,0.9993,0.0,0.0008,0,0.0,[],[94]
1842,Clickwork7 - Custard (May25),96,147,Free £2 Via Your Freebie Style,2025-09-13,0.0,"contact.FIRSTNAME | default : ""Hello"" }} Top pick: Claim your £2 bonus",28668,20,0,25,0.0007,28648,4752,3380,0.1376,4089,489,325,0.0113,0.0962,42,0.0015,0.9993,0.0,0.0009,1,0.0,[96],[147]
1847,Fluent - iPhone 17 Pro Max (batched),List YFS avtive,"189,163",Iphone 17 Pro Max Via Your Freebie Style,2025-09-13,0.0,contact.FIRSTNAME }} Discover and earn the new iPhone 17 Pro Max,7395,4,0,5,0.0005,7391,1971,1330,0.2103,1067,212,147,0.0199,0.1105,18,0.0024,0.9995,0.0,0.0007,1,0.0001,[],"[189, 163]"
1803,Sovendus - Free Vouchers - Dec24-Jul24 (Cascade),"124 - Dec24 - Jan-25,125 - Feb25-Mar25,128 - APR25 - May25,181 - Jun25-Jul25","176 - visited sovendus,172 - clicked past month",2 Vouchers Available Via Your Freebie Style,2025-09-14,438.52,contact.FIRSTNAME }} A Special Thank You + 2 Free Vouchers Inside!,62729,324,70,260,0.0052,62405,10506,7943,0.1525999999999999,10360,1878,1522,0.0243999999999999,0.1916,265,0.0042,0.9948,0.0011,0.0040999999999999,3,0.0,[],[]
1823,Gaming Redirect (cascade),161,"94,171",Welcome Bonus Via Your Freebie Style,2025-09-14,0.0,contact.FIRSTNAME }} You've Got a New Bonus!,38373,15,3,12,0.0004,38358,8134,5894,0.1802,5646,749,562,0.0147,0.0953999999999999,124,0.0032,0.9996,0.0001,0.0003,5,0.0001,[161],"[94, 171]"
1843,Leadscale Labs - Survey Spotter (Mar25 creative),96,130,Get Paid Via Your Freebie Style,2025-09-14,0.0,contact.FIRSTNAME }} choose a payment method,27758,32,3,33,0.0012,27726,4454,3086,0.1319,4335,552,350,0.0126,0.1134,57,0.0021,0.9988,0.0001,0.0012,3,0.0001,[96],[130]
1845,Little Star Media - Super Free Slots (new offer) (batched),194,"94,184",Your Freebie Style,2025-09-14,0.0,"contact.FIRSTNAME | default : ""Hello "" }} Claim An Exclusive 50 Free Spins!",9677,0,0,0,0.0,9677,2562,1799,0.2123999999999999,1208,134,92,0.0095,0.0511,33,0.0034,1.0,0.0,0.0,1,0.0001,[194],"[94, 184]"
1741,My Happy Street,"96 - recent registration & 3 month clickers,100 - opened past month & clicked past 3 month","89 - opened but never clicked,98 - opened 5+ never clicked past month",Lucky Street At Your Freebie Style,2025-09-15,572.27,"contact.FIRSTNAME | default : ""Hello"" }} Enter your postcode to get started",30684,7,0,7,0.0002,30677,4437,3245,0.1248,4665,681,502,0.0163999999999999,0.1547,90,0.0029,0.9998,0.0,0.0002,1,0.0,[],[]
1835,Magnetise - Prize Genie (batched),194,98,1000 Tax Free Cash Via Your Freebie Style,2025-09-15,0.0,contact.FIRSTNAME | default : 'Hello' }} Win £1000 in tax-free cash,9791,1,0,1,0.0001,9790,2712,1948,0.2319,1390,229,150,0.0153,0.077,34,0.0034999999999999,0.9999,0.0,0.0001,1,0.0001,[194],[98]
1844,ForYouPromo (FRST Media) - Test and Keep Milka samples (With Email PrePop) (batched),194,144,Milka Samples Via Your Freebie Style,2025-09-15,0.0,"contact.FIRSTNAME | default : ""Hey "" }} - Your Milka Testing Kit is Waiting",8753,1,0,1,0.0001,8752,2759,1927,0.2578,1276,744,533,0.0608999999999999,0.2766,34,0.0039,0.9999,0.0,0.0001,0,0.0,[194],[144]
1850,Hatchster Ltd - Lotto Social (Batched Send),"173,179",94,Lotto Social Via Your Freebie Style,2025-09-16,509.16,"contact.FIRSTNAME | default : ""Hello"" }}HUGE Jackpot Tonight Got Your Ticket?",22591,7,0,7,0.0003,22584,4285,3181,0.1653,3345,163,135,0.006,0.0424,58,0.0026,0.9997,0.0,0.0003,4,0.0002,"[173, 179]",[94]
1862,XL Win - Kinder chocolate (Batched),175,Unknown,Kinder Tester Via Your Freebie Style,2025-09-16,0.0,"contact.FIRSTNAME | default : ""Hey "" }} - Taste Test Kinder Chocolate and Win £500 🍫🍫",33530,7,0,7,0.0002,33523,6274,4704,0.1662,5225,1088,903,0.0269,0.192,90,0.0027,0.9998,0.0,0.0002,3,0.0001,[175],[]
1863,Fluent - Apple iPhones,175,"189,163,198",Iphone 17 Via Your Freebie Style,2025-09-17,510.31,contact.FIRSTNAME }} Be one of the first to get the new iPhone,31380,15,2,13,0.0005,31365,3376,2537,0.0926,3963,308,254,0.0081,0.1001,30,0.001,0.9995,0.0001,0.0004,4,0.0001,[175],"[189, 163, 198]"
1864,ForYouPromo (FRST Media) - Nike (Apr25) (Batched),150,89,Free Nike Products Via Your Freebie Style,2025-09-17,0.0,"contact.FIRSTNAME | default : ""Hey "" }} Nike product tester wanted",15714,2,2,0,0.0001,15712,6824,4876,0.3469,1657,1117,757,0.0482,0.1553,35,0.0022,0.9999,0.0001,0.0,4,0.0003,[150],[89]
1866,SB Digital - Captain Free Spins (HTML) (Batch Send),150,"94,185",120 Spins Via Your Freebie Style,2025-09-17,0.0,"contact.FIRSTNAME | default : ""Hey "" }} 120 Free Spins!",18393,2,0,2,0.0001,18391,7309,5544,0.3397,2069,344,191,0.0104,0.0345,67,0.0036,0.9999,0.0,0.0001,5,0.0003,[150],"[94, 185]"
1846,Little Star Media - Super Free Bingo (April25) (Batched Send),150,"94,183",Your Freebie Style,2025-09-18,611.35,"contact.FIRSTNAME | default : ""Hey ""}} here’s your 10 free spins!",20258,5,1,4,0.0002,20253,8796,6644,0.3677,2183,377,276,0.0136,0.0415,71,0.0034999999999999,0.9998,0.0,0.0002,1,0.0,[150],"[94, 183]"
1865,Veneficus - Pick My Postcode,175,132,Postcode Winner At Your Freebie Style,2025-09-18,0.0,"contact.FIRSTNAME | default : ""Hello"" }} Your free daily chance to win real money",32759,11,0,11,0.0003,32748,8722,6103,0.2109,3813,2017,1459,0.0446,0.2391,67,0.002,0.9997,0.0,0.0003,1,0.0,[175],[132]
1867,FreeClub £25 ASDA (Aug25) (SUBT Excl),96,"89,182",25 Asda Via Your Freebie Style,2025-09-19,548.63,contact.FIRSTNAME | default : 'Hello' }} weekly £25 ASDA Gift Card giveaway!,24771,16,5,11,0.0006,24755,5089,3610,0.1735,3954,1058,796,0.0322,0.2205,39,0.0016,0.9994,0.0002,0.0004,3,0.0001,[96],"[89, 182]"
1878,Hatchster Ltd - Lotto Social (Batched Send),"List YFS 1 week,179,194,200",94,Lotto Social Via Your Freebie Style,2025-09-19,0.0,"contact.FIRSTNAME | default : ""Hello"" }}HUGE Jackpot Tonight Got Your Ticket?",16075,10,2,8,0.0006,16065,3473,2479,0.1823999999999999,2471,168,112,0.0069999999999999,0.0452,54,0.0034,0.9994,0.0001,0.0005,5,0.0003,"[179, 194, 200]",[94]
1868,Qualitent - Reel Picks (Batched),"179,200",94,Reelpicks Via Your Freebie Style,2025-09-20,642.22,"contact.FIRSTNAME | default : ""Hello"" }} Get up to 200 FS + No Dep Offers*",8290,3,0,3,0.0004,8287,2428,1752,0.2465,1179,139,98,0.0118,0.0559,35,0.0042,0.9996,0.0,0.0004,1,0.0001,"[179, 200]",[94]
1869,HeyPiggy (Jul25 Creative),"List - YFS 1 week,List YFS 2 weeks,193","98,149",Paypal Cash Via Your Freebie Style,2025-09-20,0.0,contact.FIRSTNAME }} Your Free PayPal Cash Is Waiting,33022,9,1,8,0.0003,33013,7739,5471,0.1873999999999999,3823,1810,1207,0.0366,0.2206,62,0.0019,0.9997,0.0,0.0002,4,0.0001,[193],"[98, 149]"
1872,Clickwork7 - Custard (May25) (Batched),"200,list YFS 1 week,List YFS 2 weeks",147,Free £2 Via Your Freebie Style,2025-09-20,0.0,"contact.FIRSTNAME | default : ""Hello"" }} Top pick: Claim your £2 bonus",16394,3,0,3,0.0002,16391,3844,2753,0.1896,1870,452,283,0.0173,0.1027999999999999,38,0.0023,0.9998,0.0,0.0002,4,0.0002,[200],[147]
1830,Sovendus - Free Vouchers - (Cascade),"97,150,161,170,175",176,2 Vouchers Available Via Your Freebie Style,2025-09-21,465.91,contact.FIRSTNAME }} A Special Thank You + 2 Free Vouchers Inside!,61217,32,2,31,0.0005,61185,20720,14896,0.2855999999999999,9025,3379,2604,0.0426,0.1748,206,0.0034,0.9995,0.0,0.0005,2,0.0,"[97, 150, 161, 170, 175]",[176]
1870,Fluent - RewardsGiant £100 Cash (Aug25),96,"163,189",100 Cash Via Your Freebie Style,2025-09-21,0.0,contact.FIRSTNAME }} How often do you use cash? You might be able to earn £100!,30567,39,0,39,0.0013,30528,5055,3755,0.1465,4897,736,525,0.0172,0.1398,46,0.0015,0.9987,0.0,0.0013,6,0.0002,[96],"[163, 189]"
1873,Magnetise - Prize Genie (batched),194,"98,201",1000 Tax Free Cash Via Your Freebie Style,2025-09-21,0.0,contact.FIRSTNAME | default : 'Hello' }} Win £1000 in tax-free cash,10408,145,0,145,0.0139,10263,2678,1858,0.2055,1221,147,100,0.0097,0.0538,23,0.0022,0.9861,0.0,0.0139,2,0.0002,[194],"[98, 201]"
1877,Best New Spins (Apr25) (Batched),"194,200",94,Your Freebie Style,2025-09-21,0.0,"contact.FIRSTNAME | default : ""Hello"" }} Your 100 Free Spins + No Deposit Offer Awaits!",10502,3,1,2,0.0003,10499,2651,1935,0.2062,1115,134,107,0.0102,0.0553,27,0.0026,0.9997,0.0001,0.0002,2,0.0002,"[194, 200]",[94]
1871,Adstart Media - ALDI (Jul25),96,"89,151",250 Aldi Via Your Freebie Style,2025-09-22,619.89,contact.FIRSTNAME }} Your ALDI Gift Card Entry Needs Confirmation,32403,21,0,21,0.0006,32382,6167,4395,0.1543,3896,1175,825,0.0255,0.1877,82,0.0025,0.9994,0.0,0.0006,2,0.0001,[96],"[89, 151]"
1875,Leadscale Labs - Survey Spotter (Mar25 creative) (Batched),"List YFS 1 week,194",130,Get Paid Via Your Freebie Style,2025-09-22,0.0,contact.FIRSTNAME }} choose a payment method,14976,4,0,4,0.0003,14972,4089,2863,0.226,2304,612,461,0.0308,0.161,49,0.0033,0.9997,0.0,0.0003,0,0.0,[194],[130]
1876,Little Star Media - Super Free Slots (new offer) (batched),194,"94,184",Your Freebie Style,2025-09-22,0.0,"contact.FIRSTNAME | default : ""Hello "" }} Claim An Exclusive 50 Free Spins!",10252,2,0,2,0.0002,10250,2726,2021,0.2232999999999999,1199,218,158,0.0154,0.0782,30,0.0029,0.9998,0.0,0.0002,1,0.0001,[194],"[94, 184]"
1851,Sovendus - Free Vouchers - Reg 5+ Not Clicked (Cascade),197,Unknown,2 Vouchers Available Via Your Freebie Style,2025-09-23,840.74,contact.FIRSTNAME }} A Special Thank You + 2 Free Vouchers Inside!,32886,54,6,48,0.0016,32832,15274,11364,0.386,3394,1557,1227,0.0374,0.108,172,0.0052,0.9984,0.0002,0.0015,3,0.0001,[197],[]
1880,YouSweep - Tesco (Sep25),"List YFS 1 week,List YFS 2 week,193",177,100 Tesco Via Your Freebie Style,2025-09-23,0.0,contact.FIRSTNAME }} Your £100 Tesco Gift Card Entry Needs Confirmation,37941,15,0,15,0.0004,37926,8467,5979,0.1861,5798,1764,1212,0.032,0.2027,89,0.0023,0.9996,0.0,0.0004,4,0.0001,[193],[177]
1881,XL Win - Kinder chocolate (Batched),194,Unknown,Kinder Tester Via Your Freebie Style,2025-09-23,0.0,"contact.FIRSTNAME | default : ""Hey "" }} - Taste Test Kinder Chocolate and Win £500 🍫🍫",10450,2,0,2,0.0002,10448,3048,2161,0.2428,1546,572,451,0.0432,0.2087,29,0.0028,0.9998,0.0,0.0002,0,0.0,[194],[]
1888,Gaming Redirect (Split Test),194,"171,179",Bonus Pending Via Your Freebie Style,2025-09-23,0.0,contact.FIRSTNAME }} It's time to claim a welcome bonus,9172,34,0,34,0.0037,9138,2876,2050,0.254,1068,431,315,0.0345,0.1537,48,0.0053,0.9963,0.0,0.0037,0,0.0,[194],"[171, 179]"
1889,Hatchster Ltd - Lotto Social (Batched Send),"179,194,200","94,205",Lotto Social Via Your Freebie Style,2025-09-23,0.0,"contact.FIRSTNAME | default : ""Hello"" }}HUGE Jackpot Tonight Got Your Ticket?",11434,3,0,3,0.0003,11431,2868,2099,0.2141,1625,79,60,0.0052,0.0286,16,0.0014,0.9997,0.0,0.0003,1,0.0001,"[179, 194, 200]","[94, 205]"
1884,Magnetise - Omaze House Draw (Batched) (#B),203,202,Omaze Via Your Freebie Style,2025-09-24,584.97,contact.FIRSTNAME | default : 'Hello' }} You Could Win This £3m House – Enter Before 28th September,9079,10,0,10,0.0011,9069,1540,1160,0.1503,1349,91,70,0.0077,0.0603,12,0.0013,0.9989,0.0,0.0011,0,0.0,[203],[202]
1890,Fluent - RewardsGiant £750 Tesco,161,163,750 Tesco Reward Via Your Freebie Style,2025-09-24,0.0,contact.FIRSTNAME }} when was your last Tesco shop?,34630,40,1,39,0.0012,34590,7807,5631,0.1928,5383,1197,920,0.0266,0.1634,67,0.0019,0.9988,0.0,0.0011,1,0.0,[161],[163]
1891,ForYouPromo (FRST Media) - Nike (Apr25) (Batched),150,"89,206",Test Nike Products Via Your Freebie Style,2025-09-24,0.0,"contact.FIRSTNAME | default : ""Hey "" }} Nike product tester wanted",19394,3,1,2,0.0002,19391,8632,6409,0.3677,1960,1246,877,0.0452,0.1368,67,0.0034999999999999,0.9998,0.0001,0.0001,4,0.0002,[150],"[89, 206]"
1885,Magnetise - Omaze House Draw (Batched) (#A),202,203,Omaze Via Your Freebie Style,2025-09-25,526.05,contact.FIRSTNAME | default : 'Hello' }} You Could Win This £3m House – Enter Before 28th September,5428,3,0,3,0.0006,5425,749,572,0.1258,877,44,27,0.005,0.0472,4,0.0007,0.9994,0.0,0.0006,0,0.0,[202],[203]
1893,HeyPiggy (Jul25 Creative) (New Redirect Link),"YFS 1 week,YFS 2 weeks,193",149,Paypal Cash Via Your Freebie Style,2025-09-25,0.0,contact.FIRSTNAME }} Your Free PayPal Cash Is Waiting,37622,24,4,20,0.0006,37598,10159,7073,0.2110999999999999,4100,1643,1163,0.0308999999999999,0.1644,75,0.002,0.9994,0.0001,0.0005,4,0.0001,[193],[149]
1894,FreeClub £50 B&M (Jul25) (Batched) (New Redirect),194,"182,157",50 B&M Via Your Freebie Style,2025-09-25,0.0,contact.FIRSTNAME | default : 'Hello'}} weekly £50 B&M Gift Card giveaway!,9155,2,1,1,0.0002,9153,3434,2364,0.299,1246,691,481,0.0526,0.2035,23,0.0025,0.9998,0.0001,0.0001,2,0.0002,[194],"[182, 157]"
1882,Magnetise - Omaze House Draw,"YFS 1 week,YFS 2 weeks,161","202,203",Omaze Via Your Freebie Style,2025-09-26,424.75,contact.FIRSTNAME | default : 'Hello' }} You Could Win This £3m House – Enter Before 28th September,25912,15,5,10,0.0006,25897,4531,3388,0.153,3753,290,211,0.0081,0.0623,61,0.0024,0.9994,0.0002,0.0004,3,0.0001,[161],"[202, 203]"
1895,Leadscale Labs - Survey Spotter (Mar25 creative) (New Redirect),96,130,Get Paid Via Your Freebie Style,2025-09-26,0.0,contact.FIRSTNAME }} choose a payment method,33691,28,1,27,0.0008,33663,5734,4158,0.1472,5407,568,389,0.0116,0.0935999999999999,53,0.0016,0.9992,0.0,0.0008,2,0.0001,[96],[130]
1896,Magnetise - Prize Genie (batched),194,"98,201",1000 Via Your Freebie Style,2025-09-26,0.0,contact.FIRSTNAME | default : 'Hello' }} Win £1000 in tax-free cash,11119,1,0,1,0.0001,11118,2675,1968,0.2,1277,162,104,0.0093999999999999,0.0528,19,0.0017,0.9999,0.0,0.0001,0,0.0,[194],"[98, 201]"
1897,Hatchster Ltd - Lotto Social (Batched Send),"179,194,200","94,205",Lotto Social Via Your Freebie Style,2025-09-26,0.0,"contact.FIRSTNAME | default : ""Hello"" }}HUGE Jackpot Tonight Got Your Ticket?",12264,4,1,3,0.0003,12260,3057,2198,0.2084,1715,137,83,0.0068,0.0378,31,0.0025,0.9997,0.0001,0.0002,0,0.0,"[179, 194, 200]","[94, 205]"
1898,XL Win - Unilever (June25 Creative) (new redirect link),96,71,Unilever Tester Via Your Freebie Style,2025-09-27,576.43,"contact.FIRSTNAME | default : ""Hey "" }} - Which brand would you test?",30610,13,1,12,0.0004,30597,5218,3820,0.1502,5170,1064,763,0.0249,0.1997,51,0.0017,0.9996,0.0,0.0004,2,0.0001,[96],[71]
