campaign_id,Campaign Name,audience_segment_a,audience_segment_b,Name from,Sending date,Daily revenue,Subject,Sent,Non delivered,Hard bounces,Soft bounces,Non delivered rate,Delivered,Total opens,Opens,Trackable open rate,Apple MPP Opens,Total clicked,Clicked,Click rate,Click-to-Open rate,Unsubscribed,Unsubscription rate,Delivered rate,Hard Bounces rate,Soft Bounces rate,Complaints,Complaints rate,Audience Segment A IDs,Audience Segment B IDs
1899,SB Digital - Captain Free Spins (HTML) (Batch Send),194,"94,185",120 Spins Via Your Freebie Style,2025-09-27,0.0,"contact.FIRSTNAME | default : ""Hey "" }} 120 Free Spins!",11223,1,0,1,0.0001,11222,2857,2050,0.2125,1575,279,156,0.0139,0.0761,37,0.0033,0.9999,0.0,0.0001,0,0.0,[194],"[94, 185]"
1905,Fluent - Reward Available (Batched),"YFS 1 week,YFS 2 weeks,193","189,163",2) Rewards Via Your Freebie Style,2025-09-27,0.0,contact.FIRSTNAME }} Choose your reward to get started,36541,27,1,26,0.0007,36514,7576,5573,0.1796,5491,1070,767,0.021,0.1376,80,0.0022,0.9993,0.0,0.0007,2,0.0001,[193],"[189, 163]"
1907,Qualitent - Reel Picks (Batched),"179,200",94,Reelpicks Via Your Freebie Style,2025-09-27,0.0,"contact.FIRSTNAME | default : ""Hello"" }} Get up to 200 FS + No Dep Offers*",8831,1,0,1,0.0001,8830,1980,1463,0.1893,1101,92,63,0.0070999999999999,0.0431,22,0.0025,0.9999,0.0,0.0001,0,0.0,"[179, 200]",[94]
1900,Veneficus - Pick My Postcode,175,132,Postcode Winner At Your Freebie Style,2025-09-28,521.4,"contact.FIRSTNAME | default : ""Hello"" }} Your free daily chance to win real money",37153,13,1,12,0.0003,37140,10782,7669,0.2336,4313,2429,1741,0.0469,0.2269999999999999,73,0.002,0.9997,0.0,0.0003,6,0.0002,[175],[132]
1901,Jupiter Gaming - Red Casino (Batched Send),"179,200",94,Red Casino Via Your Freebie Style,2025-09-28,0.0,"contact.FIRSTNAME | default : ""Hello"" }} 5 Free Spins - No Deposit",8904,4,0,4,0.0004,8900,2541,1835,0.2386,1208,322,204,0.0229,0.1112,36,0.004,0.9996,0.0,0.0004,1,0.0001,"[179, 200]",[94]
1902,ForYouPromo (FRST Media) - Test and Keep Milka samples (With Email PrePop),96,144,Milka Samples Via Your Freebie Style,2025-09-29,484.84,"contact.FIRSTNAME | default : ""Hey "" }} - Your Milka Testing Kit is Waiting",34337,18,9,9,0.0005,34319,6032,4447,0.1535,5340,1334,939,0.0274,0.2112,89,0.0026,0.9995,0.0003,0.0003,3,0.0001,[96],[144]
1903,Clickwork7 - Custard (May25) (Batched),"YFS 1 week,YFS 2 weeks,200",147,Free £2 Via Your Freebie Style,2025-09-29,0.0,"contact.FIRSTNAME | default : ""Hello"" }} Top pick: Claim your £2 bonus",17015,3,0,3,0.0002,17012,3650,2690,0.1773999999999999,1852,336,234,0.0138,0.087,42,0.0025,0.9998,0.0,0.0002,0,0.0,[200],[147]
1908,My Hppy Street (Batched),194,207,Lucky Street At Your Freebie Style,2025-09-30,602.12,"contact.FIRSTNAME | default : ""Hello"" }} Enter your postcode to get started",11295,4,1,3,0.0004,11291,3038,2169,0.2246999999999999,1636,439,264,0.0233999999999999,0.1217,25,0.0022,0.9996,0.0001,0.0003,0,0.0,[194],[207]
1909,YouSweep - Paypal,"YFS 1 week,YFS 2 weeks,173,194",187,Prepaid Paypal Via Your Freebie Style,2025-09-30,0.0,contact.FIRSTNAME }} Your £100 Paypal Card Entry Needs Confirmation,29290,20,1,19,0.0007,29270,8774,5914,0.2269,3201,1941,1290,0.0441,0.2181,98,0.0033,0.9993,0.0,0.0006,3,0.0001,"[173, 194]",[187]
1849,Gaming Redirect (cascade),"150,180","94,171",Welcome Bonus Via Your Freebie Style,2025-10-01,666.95,contact.FIRSTNAME }} You've Got a New Bonus!,73848,38,5,33,0.0005,73810,18560,14296,0.2257999999999999,10509,1117,825,0.0112,0.0576999999999999,299,0.0040999999999999,0.9995,0.0001,0.0004,6,0.0001,"[150, 180]","[94, 171]"
1910,ForYouPromo (FRST Media) - Nike (Apr25),"150,172","89,206",Test Nike Products Via Your Freebie Style,2025-10-01,0.0,"contact.FIRSTNAME | default : ""Hey "" }} Nike product tester wanted",28376,14,1,13,0.0005,28362,9083,6785,0.2744,3638,1547,1056,0.0372,0.1556,84,0.003,0.9995,0.0,0.0005,0,0.0,"[150, 172]","[89, 206]"
1911,Little Star Media - Super Free Bingo (April25) (Batched Send),"YFS active,194","94,183",Your Freebie Style,2025-10-01,0.0,"contact.FIRSTNAME | default : ""Hey ""}} here’s your 10 free spins!",14123,3,0,3,0.0002,14120,3051,2272,0.1784,1382,266,202,0.0143,0.0889,35,0.0025,0.9998,0.0,0.0002,1,0.0001,[194],"[94, 183]"
1848,Gaming Redirect (Sep25) (cascade),161,"94,171",Bonus Pending Via Your Freebie Style,2025-10-02,603.26,contact.FIRSTNAME }} It's time to claim a welcome bonus,37976,186,0,186,0.0049,37790,8319,6188,0.1842,4192,926,683,0.0181,0.1104,107,0.0028,0.9951,0.0,0.0049,2,0.0001,[161],"[94, 171]"
1879,Sovendus - Free Vouchers - (Cascade),"97,150,161,170,175",176,2 Vouchers Available Via Your Freebie Style,2025-10-02,0.0,contact.FIRSTNAME }} A Special Thank You + 2 Free Vouchers Inside!,66581,23,0,23,0.0003,66558,22548,16676,0.293,9647,3346,2652,0.0398,0.159,230,0.0034999999999999,0.9997,0.0,0.0003,5,0.0001,"[97, 150, 161, 170, 175]",[176]
1904,Best New Spins (Apr25) (Batched),"194,200","94,208",Your Freebie Style,2025-10-02,0.0,"contact.FIRSTNAME | default : ""Hello"" }} Your 100 Free Spins + No Deposit Offer Awaits!",11749,3,0,3,0.0003,11746,2894,2067,0.1978,1294,128,88,0.0075,0.0426,15,0.0013,0.9997,0.0,0.0003,1,0.0001,"[194, 200]","[94, 208]"
1906,Sovendus - Free Vouchers - Reg 5+ Not Clicked (Cascade),197,176,2 Vouchers Available Via Your Freebie Style,2025-10-02,0.0,contact.FIRSTNAME }} A Special Thank You + 2 Free Vouchers Inside!,32885,48,2,46,0.0015,32837,13475,10337,0.3515999999999999,3438,1043,787,0.024,0.0761,215,0.0065,0.9985,0.0001,0.0014,1,0.0,[197],[176]
1912,HeyPiggy (Jul25 Creative) (New Redirect Link),"YFS active,YFS 2 weeks,YFS 4 weeks,YFS 1 week",149,Paypal Cash Via Your Freebie Style,2025-10-02,0.0,contact.FIRSTNAME }} Your Free PayPal Cash Is Waiting,28152,28,4,24,0.001,28124,7380,5158,0.2051,2974,1458,993,0.0353,0.1925,57,0.002,0.999,0.0001,0.0009,3,0.0001,[],[149]
1919,Leadscale Labs - Survey Spotter (Mar25 creative),"YFS 4 weeks,173",130,Get Paid Via Your Freebie Style,2025-10-03,573.5,contact.FIRSTNAME }} What's your preferred payment method?,31792,23,1,22,0.0007,31769,6506,4617,0.1699,4601,703,500,0.0157,0.1083,67,0.0021,0.9993,0.0,0.0007,4,0.0001,[173],[130]
1920,FreeClub £50 B&M (Jul25) (Batched),150,"182,157",50 B&M Via Your Freebie Style,2025-10-03,0.0,contact.FIRSTNAME | default : 'Hello'}} weekly £50 B&M Gift Card giveaway!,21618,5,0,5,0.0002,21613,11812,8511,0.4414,2330,1150,827,0.0383,0.0972,45,0.0021,0.9998,0.0,0.0002,0,0.0,[150],"[182, 157]"
1921,Little Star Media - Super Free Slots (red design) (batched),194,"94,184",Your Freebie Style,2025-10-03,0.0,"contact.FIRSTNAME | default : ""Hello "" }} Claim An Exclusive 50 Free Spins!",11672,5,0,5,0.0004,11667,2983,2124,0.2042,1263,167,116,0.0098999999999999,0.0546,31,0.0027,0.9996,0.0,0.0004,1,0.0001,[194],"[94, 184]"
1924,Veneficus - Pick My Postcode (Batched),209,Unknown,Postcode Winner At Your Freebie Style,2025-10-03,0.0,"contact.FIRSTNAME | default : ""Hello"" }} Your free daily chance to win real money",4518,1,0,1,0.0002,4517,1621,1184,0.2848,359,174,139,0.0308,0.1174,17,0.0038,0.9998,0.0,0.0002,0,0.0,[209],[]
1922,Clickwork7 - Custard (May25),97,147,Free £2 Via Your Freebie Style,2025-10-04,542.23,"contact.FIRSTNAME | default : ""Hello"" }} Top pick: Claim your £2 bonus",35048,23,5,18,0.0007,35025,6808,4987,0.1592,3697,717,475,0.0136,0.0951999999999999,49,0.0014,0.9993,0.0001,0.0005,3,0.0001,[97],[147]
1923,Fluent - RewardsGiant £100 Cash (Oct25),150,"189,163",100 Cash Via Your Freebie Style,2025-10-04,0.0,contact.FIRSTNAME }} claim your £100 reward,23484,3,0,3,0.0001,23481,10581,8026,0.3828,2515,756,538,0.0229,0.067,60,0.0026,0.9999,0.0,0.0001,1,0.0,[150],"[189, 163]"
1933,Qualitent - Reel Picks (Batched),"92,179,200",94,Reelpicks Via Your Freebie Style,2025-10-04,0.0,"contact.FIRSTNAME | default : ""Hello"" }} Get up to 200 FS + No Dep Offers*",10741,3,0,3,0.0003,10738,3826,2777,0.2939,1290,152,108,0.0101,0.0389,27,0.0025,0.9997,0.0,0.0003,2,0.0002,"[92, 179, 200]",[94]
1917,Abram Psychic,203,202,Free Reading Via Your Freebie Style,2025-10-05,494.8,contact.FIRSTNAME }} Abram's ready to reveal your life's turning point today,12948,2,0,2,0.0002,12946,2355,1845,0.1667,1881,63,37,0.0029,0.0200999999999999,33,0.0025,0.9998,0.0,0.0002,3,0.0002,[203],[202]
1926,YouSweep - Tesco (Sep25),97,177,100 Tesco Via Your Freebie Style,2025-10-05,0.0,contact.FIRSTNAME }} Your £100 Tesco Gift Card Entry Needs Confirmation,35091,15,2,13,0.0004,35076,8172,5754,0.1844,3873,1972,1242,0.0354,0.2158,66,0.0019,0.9996,0.0001,0.0004,3,0.0001,[97],[177]
1927,Better Collective - 123 Casino (Oct25),"92,179,200",94,Your Freebie Style,2025-10-05,0.0,"contact.FIRSTNAME | default : ""you!"" }} An important message inside",10060,2,1,1,0.0002,10058,4202,3023,0.3323,960,326,225,0.0224,0.0744,35,0.0034999999999999,0.9998,0.0001,0.0001,2,0.0002,"[92, 179, 200]",[94]
1929,Exceptional Ron,202,203,Free Reading Via Your Freebie Style,2025-10-05,0.0,contact.FIRSTNAME }} SHOCKING REVELATIONS: Psychic Ron sees your struggles (100% FREE),10736,19,0,19,0.0018,10717,1337,1100,0.1217999999999999,1684,32,23,0.0021,0.0209,28,0.0026,0.9982,0.0,0.0018,1,0.0001,[202],[203]
1930,ForYouPromo (FRST Media) - Test and Keep Milka samples (With Email PrePop),96,144,Milka Samples Via Your Freebie Style,2025-10-06,601.61,"contact.FIRSTNAME | default : ""Hey "" }} - Your Milka Testing Kit is Waiting",35482,14,3,11,0.0004,35468,6594,4813,0.1588,5165,1283,947,0.0266999999999999,0.1968,61,0.0017,0.9996,0.0001,0.0003,3,0.0001,[96],[144]
1931,Veneficus - Pick My Postcode (Batched),96,132,Postcode Winner At Your Freebie Style,2025-10-06,0.0,"contact.FIRSTNAME | default : ""Hello"" }} Your free daily chance to win real money",35349,11,4,7,0.0003,35338,9932,6915,0.2201,3926,2210,1659,0.0469,0.2398999999999999,50,0.0014,0.9997,0.0001,0.0002,4,0.0001,[96],[132]
1934,Better Collective - Free Spins King (Batched),"96,100","89,94",Your Freebie Style,2025-10-06,0.0,"contact.FIRSTNAME | default : """" }} 🎰 Up to 150 Free Spins Are Waiting: Claim Your Deals!",38773,32,1,31,0.0008,38741,5711,4242,0.1211999999999999,3740,156,112,0.0029,0.0264,81,0.0021,0.9992,0.0,0.0008,4,0.0001,"[96, 100]","[89, 94]"
1936,SB Digital - Captain Free Spins (HTML) (Batch Send),194,"94,185",120 Spins Via Your Freebie Style,2025-10-07,651.86,"contact.FIRSTNAME | default : ""Hey "" }} 120 Free Spins!",11532,2,0,2,0.0002,11530,2772,1997,0.1955,1314,259,165,0.0143,0.0825999999999999,31,0.0027,0.9998,0.0,0.0002,0,0.0,[194],"[94, 185]"
1937,XL Win - Kinder chocolate,97,210,Kinder Tester Via Your Freebie Style,2025-10-07,0.0,"contact.FIRSTNAME | default : ""Hey "" }} - Taste Test Kinder Chocolate and Win £500 🍫🍫",34893,10,1,9,0.0003,34883,6286,4652,0.1557,4998,909,711,0.0204,0.1528,96,0.0028,0.9997,0.0,0.0003,1,0.0,[97],[210]
1938,Adstart Media - ALDI (Jul25),150,"89,151",250 Aldi Via Your Freebie Style,2025-10-07,498.94,contact.FIRSTNAME }} Your ALDI Gift Card Entry Needs Confirmation,18999,4,2,2,0.0002,18995,8111,5767,0.3362,1839,1019,682,0.0359,0.1183,57,0.003,0.9998,0.0001,0.0001,0,0.0,[150],"[89, 151]"
1935,Fluent - RewardsGiant £100 Cash (Oct25),97,"192,163",100 Cash Via Your Freebie Style,2025-10-08,0.0,contact.FIRSTNAME }} claim your £100 reward,32241,10,0,10,0.0003,32231,5572,4228,0.1523,4470,684,521,0.0162,0.1232,89,0.0028,0.9997,0.0,0.0003,1,0.0,[97],"[192, 163]"
1939,ForYouPromo (FRST Media) - Nike (Apr25) (Batched),150,"89,206",Test Nike Products Via Your Freebie Style,2025-10-08,537.3,"contact.FIRSTNAME | default : ""Hey "" }} Nike product tester wanted",18379,4,2,2,0.0002,18375,7485,5557,0.3369,1882,969,700,0.0381,0.126,44,0.0024,0.9998,0.0001,0.0001,1,0.0001,[150],"[89, 206]"
1942,Jupiter Gaming - Red Casino (Batched Send),"179,200",94,Your Freebie Style,2025-10-08,0.0,"contact.FIRSTNAME | default : ""Hello"" }} 5 Free Spins - No Deposit",9104,4,0,4,0.0004,9100,2591,1789,0.2191,935,213,133,0.0146,0.0742999999999999,28,0.0031,0.9996,0.0,0.0004,3,0.0003,"[179, 200]",[94]
1940,Teremarkets - Slotstars Casino (Batched),"92,179,200",94,Your Freebie Style,2025-10-09,0.0,"contact.FIRSTNAME | default : ""Hello"" }} Are you ready for £50 EXTRA CASH + 50 FREE Spins?",10723,2,0,2,0.0002,10721,3898,2789,0.2888,1064,212,133,0.0124,0.0476999999999999,40,0.0037,0.9998,0.0,0.0002,1,0.0001,"[92, 179, 200]",[94]
1941,YouSweep - Paypal,"YFS 1 week,YFS 2 weeks,YFS 4 weeks,173",187,Prepaid Paypal Via Your Freebie Style,2025-10-09,0.0,contact.FIRSTNAME }} Your £100 Paypal Card Entry Needs Confirmation,35621,33,7,26,0.0009,35588,9818,6891,0.2165,3752,2077,1383,0.0389,0.2007,109,0.0031,0.9991,0.0002,0.0007,1,0.0,[173],[187]
1944,HeyPiggy (Jul25 Creative) (New Redirect Link),"YFS active,YFS 1 week,YFS 2 weeks,YFS 4 weeks",149,Paypal Cash Via Your Freebie Style,2025-10-10,535.62,contact.FIRSTNAME }} Your Free PayPal Cash Is Waiting,28307,27,0,27,0.001,28280,7888,5447,0.2145,2882,1554,978,0.0346,0.1795,98,0.0034999999999999,0.999,0.0,0.001,1,0.0,[],[149]
1945,Little Star Media - Super Free Bingo (April25) (Batched Send),"179,194,YFS active","94,183",Your Freebie Style,2025-10-10,0.0,"contact.FIRSTNAME | default : ""Hey ""}} here’s your 10 free spins!",15782,7,0,7,0.0004,15775,3867,2779,0.1967,1650,359,253,0.016,0.091,38,0.0024,0.9996,0.0,0.0004,0,0.0,"[179, 194]","[94, 183]"
1946,Best New Spins (Apr25) (Batched),"194,200","94,208",Your Freebie Style,2025-10-11,561.54,"contact.FIRSTNAME | default : ""Hello"" }} Your 100 Free Spins + No Deposit Offer Awaits!",10744,3,0,3,0.0003,10741,2469,1781,0.1846,1094,144,104,0.0097,0.0584,27,0.0025,0.9997,0.0,0.0003,1,0.0001,"[194, 200]","[94, 208]"
1947,Fluent - RewardsGiant £750 Tesco,193,163,Tesco Reward Via Your Freebie Style,2025-10-11,0.0,contact.FIRSTNAME }}Tesco Reward or Cash?,32123,34,0,34,0.0011,32089,7762,5657,0.2079,4878,1172,847,0.0264,0.1497,50,0.0016,0.9989,0.0,0.0011,0,0.0,[193],[163]
1949,Leadscale Labs - Survey Spotter (Mar25 creative) (Batched),150,130,Get Paid Via Your Freebie Style,2025-10-11,0.0,contact.FIRSTNAME }} What's your preferred payment method?,21849,7,1,6,0.0003,21842,9457,7021,0.3607,2375,550,362,0.0166,0.0516,57,0.0026,0.9997,0.0,0.0003,0,0.0,[150],[130]
1950,Clickwork7 - Custard (May25) (Batched),"YFS 1 week,200",147,Free £2 Via Your Freebie Style,2025-10-12,477.0,"contact.FIRSTNAME | default : ""Hello"" }} Top pick: Claim your £2 bonus",10597,7,1,6,0.0007,10590,2565,1862,0.1987,1221,303,200,0.0189,0.1074,26,0.0025,0.9993,0.0001,0.0006,2,0.0002,[200],[147]
1951,ForYouPromo (FRST Media) - Test and Keep Milka samples (With Email PrePop),96,"144,98",Milka Samples Via Your Freebie Style,2025-10-12,0.0,"contact.FIRSTNAME | default : ""Hey "" }} - Your Milka Testing Kit is Waiting",34101,55,33,22,0.0016,34046,5195,3814,0.1323,5222,1135,778,0.0229,0.204,70,0.0021,0.9984,0.001,0.0006,3,0.0001,[96],"[144, 98]"
1952,Little Star Media - Super Free Slots (red design) (batched),"171,194","94,184",Your Freebie Style,2025-10-12,0.0,"contact.FIRSTNAME | default : ""Hello "" }} Claim An Exclusive 50 Free Spins!",10545,4,1,3,0.0004,10541,2725,1979,0.2086,1054,165,123,0.0116999999999999,0.0622,32,0.003,0.9996,0.0001,0.0003,0,0.0,"[171, 194]","[94, 184]"
1953,FreeClub £50 B&M (Jul25),96,"182,157",50 B&M Via Your Freebie Style,2025-10-13,546.62,contact.FIRSTNAME | default : 'Hello'}} weekly £50 B&M Gift Card giveaway!,28888,8,2,6,0.0003,28880,6867,4987,0.2035,4377,1264,921,0.0319,0.1846999999999999,57,0.002,0.9997,0.0001,0.0002,1,0.0,[96],"[182, 157]"
1954,ForYouPromo (FRST Media) - Nike (Apr25) (Batched),150,"89,206",Test Nike Products Via Your Freebie Style,2025-10-13,0.0,"contact.FIRSTNAME | default : ""Hey "" }} Nike product tester wanted",16886,4,1,3,0.0002,16882,7321,5395,0.3552,1692,888,629,0.0373,0.1166,59,0.0034999999999999,0.9998,0.0001,0.0002,2,0.0001,[150],"[89, 206]"
1955,Qualitent - Reel Picks (Batched),"92,179,200","94,211",Reelpicks Via Your Freebie Style,2025-10-13,0.0,"contact.FIRSTNAME | default : ""Hello"" }} Get up to 200 FS + No Dep Offers*",11254,2,0,2,0.0002,11252,4215,3101,0.3141,1380,114,92,0.0081999999999999,0.0297,38,0.0034,0.9998,0.0,0.0002,0,0.0,"[92, 179, 200]","[94, 211]"
1956,YouSweep - Tesco (Sep25),97,177,100 Tesco Via Your Freebie Style,2025-10-14,565.01,contact.FIRSTNAME }} Your £100 Tesco Gift Card Entry Needs Confirmation,33644,18,1,17,0.0005,33626,7195,5187,0.1728,3605,1464,1002,0.0298,0.1932,69,0.0021,0.9995,0.0,0.0005,3,0.0001,[97],[177]
1957,Veneficus - Pick My Postcode (Batched),150,"132,98",Postcode Winner At Your Freebie Style,2025-10-14,0.0,"contact.FIRSTNAME | default : ""Hello"" }} Your free daily chance to win real money",15096,1,0,1,0.0001,15095,8609,5900,0.4281,1313,1730,1222,0.081,0.2071,50,0.0033,0.9999,0.0,0.0001,3,0.0002,[150],"[132, 98]"
1962,Better Collective - Free Spins King (Batched),"92,171,194","94,212",Your Freebie Style,2025-10-14,0.0,"contact.FIRSTNAME | default : """" }} 🎰 Up to 150 Free Spins Are Waiting: Claim Your Deals!",14207,7,1,6,0.0005,14200,4048,3061,0.2392999999999999,1406,143,109,0.0077,0.0356,21,0.0015,0.9995,0.0001,0.0004,2,0.0001,"[92, 171, 194]","[94, 212]"
1960,XL Win - Kinder chocolate,"213,YFS 2 weeks,YFS 4 weeks,",210,Kinder Tester Via Your Freebie Style,2025-10-15,502.12,"contact.FIRSTNAME | default : ""Hey "" }} - Taste Test Kinder Chocolate and Win £500 🍫🍫",31435,10,1,9,0.0003,31425,8767,6496,0.2353,3819,714,544,0.0173,0.0837,85,0.0027,0.9997,0.0,0.0003,4,0.0001,[213],[210]
1964,SB Digital - Captain Free Spins (HTML) (Batch Send),194,"94,185",120 Spins Via Your Freebie Style,2025-10-15,0.0,"contact.FIRSTNAME | default : ""Hey "" }} 120 Free Spins!",10885,6,0,6,0.0006,10879,2595,1893,0.196,1221,222,158,0.0144999999999999,0.0834999999999999,43,0.004,0.9994,0.0,0.0006,2,0.0002,[194],"[94, 185]"
1959,Win A Million,150,149,Become A Millionaire Via Your Freebie Style,2025-10-16,506.31,contact.FIRSTNAME }}10000 is waiting. What are your lucky numbers?,19715,6,1,5,0.0003,19709,8858,6577,0.3732,2087,271,206,0.0105,0.0313,45,0.0023,0.9997,0.0001,0.0003,2,0.0001,[150],[149]
1963,Leadscale Labs - Survey Spotter (Mar25 creative),97,"98,130",Get Paid Via Your Freebie Style,2025-10-16,0.0,contact.FIRSTNAME }} choose a payment method,33220,26,13,13,0.0008,33194,6153,4459,0.1561,4620,727,543,0.0163999999999999,0.1217999999999999,81,0.0024,0.9992,0.0004,0.0004,3,0.0001,[97],"[98, 130]"
1965,Little Star Media - Super Free Bingo (April25) (Batched Send),"YFS Active,179,194","94,183",Your Freebie Style,2025-10-16,0.0,"contact.FIRSTNAME | default : ""Hey ""}} here’s your 10 free spins!",15949,1,0,1,0.0001,15948,3713,2754,0.1907999999999999,1516,272,196,0.0123,0.0712,26,0.0016,0.9999,0.0,0.0001,3,0.0002,"[179, 194]","[94, 183]"
1769,Sweepstakes Redirect (batched send),150 - 5 days recent registration,"146 - clicked adstart iphone,151 - clicked adstart aldi,199 - clicked freeclub asda,177 - clicked tesco Yousweep",Prize Reminder Via Your Freebie Style,2025-10-17,498.16,REMINDER: Your Guaranteed Prize Entry is Still Waiting!,18369,5,1,4,0.0003,18364,8206,5905,0.3585,1891,640,466,0.0254,0.0789,60,0.0033,0.9997,0.0001,0.0002,1,0.0001,[],[]
1966,ForYouPromo (FRST Media) - Test and Keep Milka samples (With Email PrePop),"YFS 1 week,YFS 2 weeks,YFS active,150,172",144,Milka Samples Via Your Freebie Style,2025-10-17,0.0,"contact.FIRSTNAME | default : ""Hey "" }} - Your Milka Testing Kit is Waiting",35916,23,2,21,0.0006,35893,9879,7200,0.2302,4613,1119,798,0.0222,0.1108,78,0.0022,0.9994,0.0001,0.0006,1,0.0,"[150, 172]",[144]
1974,Little Star Media - Super Free Slots (red design) (batched),"171,194","94,184",Your Freebie Style,2025-10-17,0.0,"contact.FIRSTNAME | default : ""Hello "" }} Claim An Exclusive 50 Free Spins!",10189,2,0,2,0.0002,10187,2629,1897,0.205,933,165,119,0.0116999999999999,0.0626999999999999,30,0.0029,0.9998,0.0,0.0002,0,0.0,"[171, 194]","[94, 184]"
1975,HeyPiggy (Jul25 Creative) (New Redirect Link),"YFS active,YFS 1 week,YFS 2 weeks,YFS 4 weeks","149,71",Paypal Cash Via Your Freebie Style,2025-10-18,599.65,contact.FIRSTNAME }} Your Free PayPal Cash Is Waiting,26219,14,2,12,0.0005,26205,6873,4771,0.2012,2498,1269,852,0.0325,0.1785999999999999,50,0.0019,0.9995,0.0001,0.0005,1,0.0,[],"[149, 71]"
1976,ForYouPromo (FRST Media) - Nike (Apr25) (Batched),"YFS 1 week,150","89,206",Test Nike Products Via Your Freebie Style,2025-10-18,0.0,"contact.FIRSTNAME | default : ""Hey "" }} Nike product tester wanted",20464,8,2,6,0.0004,20456,6585,4861,0.2673999999999999,2274,881,542,0.0265,0.1115,53,0.0026,0.9996,0.0001,0.0003,0,0.0,[150],"[89, 206]"
1968,Search proessionals - squirl (Aug25) (Batched),96,"98,145",New Task Via Your Freebie Style,2025-10-19,538.77,contact.FIRSTNAME }} Get Your £3 FREE – A New Task Is Waiting For You!,35244,22,5,17,0.0006,35222,4410,3366,0.1119,5143,309,216,0.0060999999999999,0.0642,53,0.0015,0.9994,0.0001,0.0005,3,0.0001,[96],"[98, 145]"
1977,YouSweep - Paypal,"YFS 1 week,YFS 2 weeks,97","187,71",Prepaid Paypal Via Your Freebie Style,2025-10-19,0.0,contact.FIRSTNAME }} Your £100 Paypal Card Entry Needs Confirmation,31377,34,6,28,0.0011,31343,8327,5890,0.2102,3316,1669,1087,0.0347,0.1846,107,0.0034,0.9989,0.0002,0.0009,2,0.0001,[97],"[187, 71]"
1932,Sovendus - Free Vouchers - (Cascade),"97,150,161,170,175",176,2 Vouchers Available Via Your Freebie Style,2025-10-20,651.41,contact.FIRSTNAME }} A Special Thank You + 2 Free Vouchers Inside!,67844,28,2,26,0.0004,67816,21019,15383,0.2648999999999999,9737,3501,2656,0.0392,0.1727,209,0.0031,0.9996,0.0,0.0004,7,0.0001,"[97, 150, 161, 170, 175]",[176]
1961,FreeClub £25 ASDA (Aug25) (SUBT Excl) (Batched),150,"89,182",25 Asda Via Your Freebie Style,2025-10-20,0.0,contact.FIRSTNAME | default : 'Hello' }} weekly £25 ASDA Gift Card giveaway!,13270,15,1,14,0.0011,13255,6789,4766,0.3989999999999999,1309,981,699,0.0527,0.1467,36,0.0027,0.9989,0.0001,0.0011,0,0.0,[150],"[89, 182]"
1969,Win A Million,194,Unknown,Become A Millionaire Via Your Freebie Style,2025-10-20,0.0,contact.FIRSTNAME }} Play from 50p for your chance to be a Millionaire,10045,5,0,5,0.0005,10040,3292,2316,0.2681,1401,224,133,0.0132,0.0574,37,0.0037,0.9995,0.0,0.0005,0,0.0,[194],[]
1982,My Happy Street,"YFS 4 weeks,97",207,Lucky Street At Your Freebie Style,2025-10-20,0.0,"contact.FIRSTNAME | default : ""Hello"" }} Enter your postcode to get started",26873,11,0,11,0.0004,26862,5595,4107,0.1783,3827,647,423,0.0157,0.103,58,0.0022,0.9996,0.0,0.0004,2,0.0001,[97],[207]
1984,Fluent - RewardsGiant £750 Tesco,193,163,Tesco Reward Via Your Freebie Style,2025-10-21,456.05,contact.FIRSTNAME }}Get a Tesco Reward,33530,27,0,27,0.0008,33503,8301,6014,0.2107,4958,1189,855,0.0255,0.1422,75,0.0022,0.9992,0.0,0.0008,0,0.0,[193],[163]
1985,Veneficus - Pick My Postcode (Batched),"150,194","98,132",Postcode Winner At Your Freebie Style,2025-10-21,0.0,"contact.FIRSTNAME | default : ""Hello"" }} Your free daily chance to win real money",15916,3,0,3,0.0002,15913,8392,5709,0.4009,1672,1924,1303,0.0819,0.2282,53,0.0033,0.9998,0.0,0.0002,2,0.0001,"[150, 194]","[98, 132]"
1986,FreeClub £50 B&M (Jul25),"150,194","182,157",50 B&M Via Your Freebie Style,2025-10-22,607.41,contact.FIRSTNAME | default : 'Hello'}} weekly £50 B&M Gift Card giveaway!,17097,7,0,7,0.0004,17090,8640,6262,0.4168,2066,925,644,0.0377,0.1027999999999999,51,0.003,0.9996,0.0,0.0004,0,0.0,"[150, 194]","[182, 157]"
1987,Leadscale Labs - Survey Spotter (Mar25 creative),"YFS Active,YFS 1 week,YFS 2 week,YFS 4 week,","98,130",Get Paid Via Your Freebie Style,2025-10-22,0.0,contact.FIRSTNAME }} choose a payment method,29894,25,1,24,0.0008,29869,4566,3338,0.1305,4290,641,450,0.0151,0.1348,80,0.0027,0.9992,0.0,0.0008,0,0.0,[],"[98, 130]"
1958,Clickwork7 - Custard (May25) (Batched),96,"147,98",Free £2 Via Your Freebie Style,2025-10-23,511.78,"contact.FIRSTNAME | default : ""Hello"" }} Top pick: Claim your £2 bonus",35277,36,2,34,0.001,35241,5130,3898,0.123,3553,468,315,0.0089,0.0808,63,0.0018,0.999,0.0001,0.001,1,0.0,[96],"[147, 98]"
