campaign_id,Campaign Name,audience_segment_a,audience_segment_b,Name from,Sending date,Daily revenue,Subject,Sent,Non delivered,Hard bounces,Soft bounces,Non delivered rate,Delivered,Total opens,Opens,Trackable open rate,Apple MPP Opens,Total clicked,Clicked,Click rate,Click-to-Open rate,Unsubscribed,Unsubscription rate,Delivered rate,Hard Bounces rate,Soft Bounces rate,Complaints,Complaints rate,Audience Segment A IDs,Audience Segment B IDs
1802,YFS - Redirect - Sovendus - Free Vouchers - (Cascade),"180 - registerd 1-4 weeks,clicked 9 months",176 - visited sovendus,2 Vouchers Available Via Your Freebie Style,2025-09-12,462.49,contact.FIRSTNAME }} A Special Thank You + 2 Free Vouchers Inside!,56153,45,4,41,0.0008,56108,14678,10404,0.2186,8509,3216,2555,0.0455,0.24559999999999998,228,0.0040999999999999995,0.9992,0.0001,0.0007000000000000001,4,0.0001,[],[]
1826,YFS - Redirect - Hatchster Ltd - Lotto Social (Batched Send),179,94,Lotto Social Via Your Freebie Style,2025-09-12,0.0,"contact.FIRSTNAME | default : ""Hello"" }}HUGE Jackpot Tonight Got Your Ticket?",3484,1,0,1,0.0003,3483,1146,734,0.23440000000000003,351,66,53,0.0152,0.0722,3,0.0009,0.9997,0.0,0.0003,0,0.0,[179],[94]
1839,YFS - Redirect - YouSweep - Tesco (Sep25),193,177,100 Tesco Via Your Freebie Style,2025-09-12,0.0,contact.FIRSTNAME }} Your £100 Tesco Gift Card Entry Needs Confirmation,25733,7,0,8,0.0003,25726,6421,4333,0.1985,3902,1248,840,0.0327,0.19390000000000002,63,0.0024,0.9997,0.0,0.0003,1,0.0,[193],[177]
1836,YFS - Redirect - Jumpman Gaming Limited - Rainbow Spins (Batched Send),179 + List YFS active,94,Spins Promotions Via Your Freebie Style,2025-09-13,417.0,"contact.FIRSTNAME | default : ""Hello"" }} access up to 500 free spins",10894,8,0,9,0.0007000000000000001,10886,2624,1797,0.18600000000000003,1227,113,88,0.008100000000000001,0.049,33,0.003,0.9993000000000001,0.0,0.0008,0,0.0,[],[94]
1842,YFS - Redirect - Clickwork7 - Custard (May25),96,147,Free £2 Via Your Freebie Style,2025-09-13,0.0,"contact.FIRSTNAME | default : ""Hello"" }} Top pick: Claim your £2 bonus",28668,20,0,25,0.0007000000000000001,28648,4752,3380,0.1376,4089,489,325,0.0113,0.0962,42,0.0015,0.9993000000000001,0.0,0.0009,1,0.0,[96],[147]
1847,YFS - Redirect - Fluent - iPhone 17 Pro Max (batched),List YFS avtive,"189,163",Iphone 17 Pro Max Via Your Freebie Style,2025-09-13,0.0,contact.FIRSTNAME }} Discover and earn the new iPhone 17 Pro Max,7395,4,0,5,0.0005,7391,1971,1330,0.21030000000000001,1067,212,147,0.0199,0.1105,18,0.0024,0.9995,0.0,0.0007000000000000001,1,0.0001,[],"[189, 163]"
1803,YFS - Redirect - Sovendus - Free Vouchers - Dec24-Jul24 (Cascade),"124 - Dec24 - Jan-25,125 - Feb25-Mar25,128 - APR25 - May25,181 - Jun25-Jul25","176 - visited sovendus,172 - clicked past month",2 Vouchers Available Via Your Freebie Style,2025-09-14,438.52,contact.FIRSTNAME }} A Special Thank You + 2 Free Vouchers Inside!,62729,324,70,260,0.0052,62405,10506,7943,0.15259999999999999,10360,1878,1522,0.024399999999999998,0.1916,265,0.0042,0.9948,0.0011,0.0040999999999999995,3,0.0,[],[]
1823,YFS - Redirect - Gaming Redirect (cascade),161,"94,171",Welcome Bonus Via Your Freebie Style,2025-09-14,0.0,contact.FIRSTNAME }} You've Got a New Bonus!,38373,15,3,12,0.0004,38358,8134,5894,0.1802,5646,749,562,0.0147,0.09539999999999998,124,0.0032,0.9995999999999999,0.0001,0.0003,5,0.0001,[161],"[94, 171]"
1843,YFS - Redirect - Leadscale Labs - Survey Spotter (Mar25 creative),96,130,Get Paid Via Your Freebie Style,2025-09-14,0.0,contact.FIRSTNAME }} choose a payment method,27758,32,3,33,0.0012,27726,4454,3086,0.1319,4335,552,350,0.0126,0.1134,57,0.0021,0.9987999999999999,0.0001,0.0012,3,0.0001,[96],[130]
1845,YFS - Redirect - Little Star Media - Super Free Slots (new offer) (batched),194,"94,184",Your Freebie Style,2025-09-14,0.0,"contact.FIRSTNAME | default : ""Hello "" }} Claim An Exclusive 50 Free Spins!",9677,0,0,0,0.0,9677,2562,1799,0.21239999999999998,1208,134,92,0.0095,0.051100000000000007,33,0.0034000000000000002,1.0,0.0,0.0,1,0.0001,[194],"[94, 184]"
1741,YFS - Redirect - My Happy Street,"96 - recent registration & 3 month clickers,100 - opened past month & clicked past 3 month","89 - opened but never clicked,98 - opened 5+ never clicked past month",Lucky Street At Your Freebie Style,2025-09-15,572.27,"contact.FIRSTNAME | default : ""Hello"" }} Enter your postcode to get started",30684,7,0,7,0.0002,30677,4437,3245,0.12480000000000001,4665,681,502,0.016399999999999998,0.1547,90,0.0029,0.9998,0.0,0.0002,1,0.0,[],[]
1835,YFS - Redirect - Magnetise - Prize Genie (batched),194,98,1000 Tax Free Cash Via Your Freebie Style,2025-09-15,0.0,contact.FIRSTNAME | default : 'Hello' }} Win £1000 in tax-free cash,9791,1,0,1,0.0001,9790,2712,1948,0.23190000000000002,1390,229,150,0.015300000000000001,0.077,34,0.0034999999999999996,0.9998999999999999,0.0,0.0001,1,0.0001,[194],[98]
1844,YFS - Redirect - ForYouPromo (FRST Media) - Test and Keep Milka samples (With Email PrePop) (batched),194,144,Milka Samples Via Your Freebie Style,2025-09-15,0.0,"contact.FIRSTNAME | default : ""Hey "" }} - Your Milka Testing Kit is Waiting",8753,1,0,1,0.0001,8752,2759,1927,0.25780000000000003,1276,744,533,0.060899999999999996,0.2766,34,0.0039000000000000003,0.9998999999999999,0.0,0.0001,0,0.0,[194],[144]
1850,YFS - Redirect - Hatchster Ltd - Lotto Social (Batched Send),"173,179",94,Lotto Social Via Your Freebie Style,2025-09-16,509.16,"contact.FIRSTNAME | default : ""Hello"" }}HUGE Jackpot Tonight Got Your Ticket?",22591,7,0,7,0.0003,22584,4285,3181,0.1653,3345,163,135,0.006,0.0424,58,0.0026,0.9997,0.0,0.0003,4,0.0002,"[173, 179]",[94]
1862,YFS - Redirect - XL Win - Kinder chocolate (Batched),175,,Kinder Tester Via Your Freebie Style,2025-09-16,0.0,"contact.FIRSTNAME | default : ""Hey "" }} - Taste Test Kinder Chocolate and Win £500 🍫🍫",33530,7,0,7,0.0002,33523,6274,4704,0.16620000000000001,5225,1088,903,0.0269,0.192,90,0.0027,0.9998,0.0,0.0002,3,0.0001,[175],[]
1863,YFS - Redirect - Fluent - Apple iPhones,175,"189,163,198",Iphone 17 Via Your Freebie Style,2025-09-17,510.31,contact.FIRSTNAME }} Be one of the first to get the new iPhone,31380,15,2,13,0.0005,31365,3376,2537,0.0926,3963,308,254,0.008100000000000001,0.1001,30,0.001,0.9995,0.0001,0.0004,4,0.0001,[175],"[189, 163, 198]"
1864,YFS - Redirect - ForYouPromo (FRST Media) - Nike (Apr25) (Batched),150,89,Free Nike Products Via Your Freebie Style,2025-09-17,0.0,"contact.FIRSTNAME | default : ""Hey "" }} Nike product tester wanted",15714,2,2,0,0.0001,15712,6824,4876,0.3469,1657,1117,757,0.0482,0.1553,35,0.0022,0.9998999999999999,0.0001,0.0,4,0.0003,[150],[89]
1866,YFS - Redirect - SB Digital - Captain Free Spins (HTML) (Batch Send),150,"94,185",120 Spins Via Your Freebie Style,2025-09-17,0.0,"contact.FIRSTNAME | default : ""Hey "" }} 120 Free Spins!",18393,2,0,2,0.0001,18391,7309,5544,0.3397,2069,344,191,0.0104,0.0345,67,0.0036,0.9998999999999999,0.0,0.0001,5,0.0003,[150],"[94, 185]"
1846,YFS - Redirect - Little Star Media - Super Free Bingo (April25) (Batched Send),150,"94,183",Your Freebie Style,2025-09-18,611.35,"contact.FIRSTNAME | default : ""Hey ""}} here’s your 10 free spins!",20258,5,1,4,0.0002,20253,8796,6644,0.3677,2183,377,276,0.013600000000000001,0.0415,71,0.0034999999999999996,0.9998,0.0,0.0002,1,0.0,[150],"[94, 183]"
1865,YFS - Redirect - Veneficus - Pick My Postcode,175,132,Postcode Winner At Your Freebie Style,2025-09-18,0.0,"contact.FIRSTNAME | default : ""Hello"" }} Your free daily chance to win real money",32759,11,0,11,0.0003,32748,8722,6103,0.2109,3813,2017,1459,0.0446,0.2391,67,0.002,0.9997,0.0,0.0003,1,0.0,[175],[132]
1867,YFS - Redirect - FreeClub £25 ASDA (Aug25) (SUBT Excl),96,"89,182",25 Asda Via Your Freebie Style,2025-09-19,548.63,contact.FIRSTNAME | default : 'Hello' }} weekly £25 ASDA Gift Card giveaway!,24771,16,5,11,0.0006,24755,5089,3610,0.17350000000000002,3954,1058,796,0.0322,0.2205,39,0.0016,0.9994,0.0002,0.0004,3,0.0001,[96],"[89, 182]"
1878,YFS - Redirect - Hatchster Ltd - Lotto Social (Batched Send),"List YFS 1 week,179,194,200",94,Lotto Social Via Your Freebie Style,2025-09-19,0.0,"contact.FIRSTNAME | default : ""Hello"" }}HUGE Jackpot Tonight Got Your Ticket?",16075,10,2,8,0.0006,16065,3473,2479,0.18239999999999998,2471,168,112,0.006999999999999999,0.0452,54,0.0034000000000000002,0.9994,0.0001,0.0005,5,0.0003,"[179, 194, 200]",[94]
1868,YFS - Redirect - Qualitent - Reel Picks (Batched),"179,200",94,Reelpicks Via Your Freebie Style,2025-09-20,642.22,"contact.FIRSTNAME | default : ""Hello"" }} Get up to 200 FS + No Dep Offers*",8290,3,0,3,0.0004,8287,2428,1752,0.2465,1179,139,98,0.0118,0.0559,35,0.0042,0.9995999999999999,0.0,0.0004,1,0.0001,"[179, 200]",[94]
1869,YFS - Redirect - HeyPiggy (Jul25 Creative),"List - YFS 1 week,List YFS 2 weeks,193","98,149",Paypal Cash Via Your Freebie Style,2025-09-20,0.0,contact.FIRSTNAME }} Your Free PayPal Cash Is Waiting,33022,9,1,8,0.0003,33013,7739,5471,0.18739999999999998,3823,1810,1207,0.0366,0.2206,62,0.0019,0.9997,0.0,0.0002,4,0.0001,[193],"[98, 149]"
1872,YFS - Redirect - Clickwork7 - Custard (May25) (Batched),"200,list YFS 1 week,List YFS 2 weeks",147,Free £2 Via Your Freebie Style,2025-09-20,0.0,"contact.FIRSTNAME | default : ""Hello"" }} Top pick: Claim your £2 bonus",16394,3,0,3,0.0002,16391,3844,2753,0.18960000000000002,1870,452,283,0.0173,0.10279999999999999,38,0.0023,0.9998,0.0,0.0002,4,0.0002,[200],[147]
1830,YFS - Redirect - Sovendus - Free Vouchers - (Cascade),"97,150,161,170,175",176,2 Vouchers Available Via Your Freebie Style,2025-09-21,465.91,contact.FIRSTNAME }} A Special Thank You + 2 Free Vouchers Inside!,61217,32,2,31,0.0005,61185,20720,14896,0.28559999999999997,9025,3379,2604,0.0426,0.1748,206,0.0034000000000000002,0.9995,0.0,0.0005,2,0.0,"[97, 150, 161, 170, 175]",[176]
1870,YFS - Redirect - Fluent - RewardsGiant £100 Cash (Aug25),96,"163,189",100 Cash Via Your Freebie Style,2025-09-21,0.0,contact.FIRSTNAME }} How often do you use cash? You might be able to earn £100!,30567,39,0,39,0.0013,30528,5055,3755,0.1465,4897,736,525,0.0172,0.1398,46,0.0015,0.9987,0.0,0.0013,6,0.0002,[96],"[163, 189]"
1873,YFS - Redirect - Magnetise - Prize Genie (batched),194,"98,201",1000 Tax Free Cash Via Your Freebie Style,2025-09-21,0.0,contact.FIRSTNAME | default : 'Hello' }} Win £1000 in tax-free cash,10408,145,0,145,0.0139,10263,2678,1858,0.20550000000000002,1221,147,100,0.0097,0.0538,23,0.0022,0.9861,0.0,0.0139,2,0.0002,[194],"[98, 201]"
1877,YFS - Redirect - Best New Spins (Apr25) (Batched),"194,200",94,Your Freebie Style,2025-09-21,0.0,"contact.FIRSTNAME | default : ""Hello"" }} Your 100 Free Spins + No Deposit Offer Awaits!",10502,3,1,2,0.0003,10499,2651,1935,0.20620000000000002,1115,134,107,0.0102,0.0553,27,0.0026,0.9997,0.0001,0.0002,2,0.0002,"[194, 200]",[94]
1871,YFS - Redirect - Adstart Media - ALDI (Jul25),96,"89,151",250 Aldi Via Your Freebie Style,2025-09-22,619.89,contact.FIRSTNAME }} Your ALDI Gift Card Entry Needs Confirmation,32403,21,0,21,0.0006,32382,6167,4395,0.1543,3896,1175,825,0.0255,0.1877,82,0.0025,0.9994,0.0,0.0006,2,0.0001,[96],"[89, 151]"
1875,YFS - Redirect - Leadscale Labs - Survey Spotter (Mar25 creative) (Batched),"List YFS 1 week,194",130,Get Paid Via Your Freebie Style,2025-09-22,0.0,contact.FIRSTNAME }} choose a payment method,14976,4,0,4,0.0003,14972,4089,2863,0.226,2304,612,461,0.0308,0.161,49,0.0033,0.9997,0.0,0.0003,0,0.0,[194],[130]
1876,YFS - Redirect - Little Star Media - Super Free Slots (new offer) (batched),194,"94,184",Your Freebie Style,2025-09-22,0.0,"contact.FIRSTNAME | default : ""Hello "" }} Claim An Exclusive 50 Free Spins!",10252,2,0,2,0.0002,10250,2726,2021,0.22329999999999997,1199,218,158,0.0154,0.0782,30,0.0029,0.9998,0.0,0.0002,1,0.0001,[194],"[94, 184]"
1851,YFS - Redirect - Sovendus - Free Vouchers - Reg 5+ Not Clicked (Cascade),197,,2 Vouchers Available Via Your Freebie Style,2025-09-23,840.74,contact.FIRSTNAME }} A Special Thank You + 2 Free Vouchers Inside!,32886,54,6,48,0.0016,32832,15274,11364,0.386,3394,1557,1227,0.0374,0.10800000000000001,172,0.0052,0.9984000000000001,0.0002,0.0015,3,0.0001,[197],[]
1880,YFS - Redirect - YouSweep - Tesco (Sep25),"List YFS 1 week,List YFS 2 week,193",177,100 Tesco Via Your Freebie Style,2025-09-23,0.0,contact.FIRSTNAME }} Your £100 Tesco Gift Card Entry Needs Confirmation,37941,15,0,15,0.0004,37926,8467,5979,0.1861,5798,1764,1212,0.032,0.2027,89,0.0023,0.9995999999999999,0.0,0.0004,4,0.0001,[193],[177]
1881,YFS - Redirect - XL Win - Kinder chocolate (Batched),194,,Kinder Tester Via Your Freebie Style,2025-09-23,0.0,"contact.FIRSTNAME | default : ""Hey "" }} - Taste Test Kinder Chocolate and Win £500 🍫🍫",10450,2,0,2,0.0002,10448,3048,2161,0.24280000000000002,1546,572,451,0.0432,0.2087,29,0.0028000000000000004,0.9998,0.0,0.0002,0,0.0,[194],[]
1888,YFS - Redirect - Gaming Redirect (Split Test),194,"171,179",Bonus Pending Via Your Freebie Style,2025-09-23,0.0,contact.FIRSTNAME }} It's time to claim a welcome bonus,9172,34,0,34,0.0037,9138,2876,2050,0.254,1068,431,315,0.0345,0.1537,48,0.0053,0.9963,0.0,0.0037,0,0.0,[194],"[171, 179]"
1889,YFS - Redirect - Hatchster Ltd - Lotto Social (Batched Send),"179,194,200","94,205",Lotto Social Via Your Freebie Style,2025-09-23,0.0,"contact.FIRSTNAME | default : ""Hello"" }}HUGE Jackpot Tonight Got Your Ticket?",11434,3,0,3,0.0003,11431,2868,2099,0.2141,1625,79,60,0.0052,0.0286,16,0.0014000000000000002,0.9997,0.0,0.0003,1,0.0001,"[179, 194, 200]","[94, 205]"
1884,YFS - Redirect - Magnetise - Omaze House Draw (Batched) (#B),203,202,Omaze Via Your Freebie Style,2025-09-24,584.97,contact.FIRSTNAME | default : 'Hello' }} You Could Win This £3m House – Enter Before 28th September,9079,10,0,10,0.0011,9069,1540,1160,0.1503,1349,91,70,0.0077,0.0603,12,0.0013,0.9989,0.0,0.0011,0,0.0,[203],[202]
1890,YFS - Redirect - Fluent - RewardsGiant £750 Tesco,161,163,750 Tesco Reward Via Your Freebie Style,2025-09-24,0.0,contact.FIRSTNAME }} when was your last Tesco shop?,34630,40,1,39,0.0012,34590,7807,5631,0.1928,5383,1197,920,0.026600000000000002,0.1634,67,0.0019,0.9987999999999999,0.0,0.0011,1,0.0,[161],[163]
1891,YFS - Redirect - ForYouPromo (FRST Media) - Nike (Apr25) (Batched),150,"89,206",Test Nike Products Via Your Freebie Style,2025-09-24,0.0,"contact.FIRSTNAME | default : ""Hey "" }} Nike product tester wanted",19394,3,1,2,0.0002,19391,8632,6409,0.3677,1960,1246,877,0.0452,0.1368,67,0.0034999999999999996,0.9998,0.0001,0.0001,4,0.0002,[150],"[89, 206]"
1885,YFS - Redirect - Magnetise - Omaze House Draw (Batched) (#A),202,203,Omaze Via Your Freebie Style,2025-09-25,526.05,contact.FIRSTNAME | default : 'Hello' }} You Could Win This £3m House – Enter Before 28th September,5428,3,0,3,0.0006,5425,749,572,0.1258,877,44,27,0.005,0.0472,4,0.0007000000000000001,0.9994,0.0,0.0006,0,0.0,[202],[203]
1893,YFS - Redirect - HeyPiggy (Jul25 Creative) (New Redirect Link),"YFS 1 week,YFS 2 weeks,193",149,Paypal Cash Via Your Freebie Style,2025-09-25,0.0,contact.FIRSTNAME }} Your Free PayPal Cash Is Waiting,37622,24,4,20,0.0006,37598,10159,7073,0.21109999999999998,4100,1643,1163,0.030899999999999997,0.16440000000000002,75,0.002,0.9994,0.0001,0.0005,4,0.0001,[193],[149]
1894,YFS - Redirect - FreeClub £50 B&M (Jul25) (Batched) (New Redirect),194,"182,157",50 B&M Via Your Freebie Style,2025-09-25,0.0,contact.FIRSTNAME | default : 'Hello'}} weekly £50 B&M Gift Card giveaway!,9155,2,1,1,0.0002,9153,3434,2364,0.299,1246,691,481,0.0526,0.20350000000000001,23,0.0025,0.9998,0.0001,0.0001,2,0.0002,[194],"[182, 157]"
1882,YFS - Redirect - Magnetise - Omaze House Draw,"YFS 1 week,YFS 2 weeks,161","202,203",Omaze Via Your Freebie Style,2025-09-26,424.75,contact.FIRSTNAME | default : 'Hello' }} You Could Win This £3m House – Enter Before 28th September,25912,15,5,10,0.0006,25897,4531,3388,0.153,3753,290,211,0.008100000000000001,0.0623,61,0.0024,0.9994,0.0002,0.0004,3,0.0001,[161],"[202, 203]"
1895,YFS - Redirect - Leadscale Labs - Survey Spotter (Mar25 creative) (New Redirect),96,130,Get Paid Via Your Freebie Style,2025-09-26,0.0,contact.FIRSTNAME }} choose a payment method,33691,28,1,27,0.0008,33663,5734,4158,0.1472,5407,568,389,0.0116,0.09359999999999999,53,0.0016,0.9992,0.0,0.0008,2,0.0001,[96],[130]
1896,YFS - Redirect - Magnetise - Prize Genie (batched),194,"98,201",1000 Via Your Freebie Style,2025-09-26,0.0,contact.FIRSTNAME | default : 'Hello' }} Win £1000 in tax-free cash,11119,1,0,1,0.0001,11118,2675,1968,0.2,1277,162,104,0.009399999999999999,0.0528,19,0.0017000000000000001,0.9998999999999999,0.0,0.0001,0,0.0,[194],"[98, 201]"
1897,YFS - Redirect - Hatchster Ltd - Lotto Social (Batched Send),"179,194,200","94,205",Lotto Social Via Your Freebie Style,2025-09-26,0.0,"contact.FIRSTNAME | default : ""Hello"" }}HUGE Jackpot Tonight Got Your Ticket?",12264,4,1,3,0.0003,12260,3057,2198,0.2084,1715,137,83,0.0068000000000000005,0.0378,31,0.0025,0.9997,0.0001,0.0002,0,0.0,"[179, 194, 200]","[94, 205]"
1898,YFS - Redirect - XL Win - Unilever (June25 Creative) (new redirect link),96,71,Unilever Tester Via Your Freebie Style,2025-09-27,576.43,"contact.FIRSTNAME | default : ""Hey "" }} - Which brand would you test?",30610,13,1,12,0.0004,30597,5218,3820,0.1502,5170,1064,763,0.024900000000000002,0.1997,51,0.0017000000000000001,0.9995999999999999,0.0,0.0004,2,0.0001,[96],[71]
1899,YFS - Redirect - SB Digital - Captain Free Spins (HTML) (Batch Send),194,"94,185",120 Spins Via Your Freebie Style,2025-09-27,0.0,"contact.FIRSTNAME | default : ""Hey "" }} 120 Free Spins!",11223,1,0,1,0.0001,11222,2857,2050,0.2125,1575,279,156,0.0139,0.0761,37,0.0033,0.9998999999999999,0.0,0.0001,0,0.0,[194],"[94, 185]"
1905,YFS - Redirect - Fluent - Reward Available (Batched),"YFS 1 week,YFS 2 weeks,193","189,163",2) Rewards Via Your Freebie Style,2025-09-27,0.0,contact.FIRSTNAME }} Choose your reward to get started,36541,27,1,26,0.0007000000000000001,36514,7576,5573,0.1796,5491,1070,767,0.021,0.1376,80,0.0022,0.9993000000000001,0.0,0.0007000000000000001,2,0.0001,[193],"[189, 163]"
1907,YFS - Redirect - Qualitent - Reel Picks (Batched),"179,200",94,Reelpicks Via Your Freebie Style,2025-09-27,0.0,"contact.FIRSTNAME | default : ""Hello"" }} Get up to 200 FS + No Dep Offers*",8831,1,0,1,0.0001,8830,1980,1463,0.1893,1101,92,63,0.0070999999999999995,0.0431,22,0.0025,0.9998999999999999,0.0,0.0001,0,0.0,"[179, 200]",[94]
1900,YFS - Redirect - Veneficus - Pick My Postcode,175,132,Postcode Winner At Your Freebie Style,2025-09-28,521.4,"contact.FIRSTNAME | default : ""Hello"" }} Your free daily chance to win real money",37153,13,1,12,0.0003,37140,10782,7669,0.2336,4313,2429,1741,0.046900000000000004,0.22699999999999998,73,0.002,0.9997,0.0,0.0003,6,0.0002,[175],[132]
1901,YFS - Redirect - Jupiter Gaming - Red Casino (Batched Send),"179,200",94,Red Casino Via Your Freebie Style,2025-09-28,0.0,"contact.FIRSTNAME | default : ""Hello"" }} 5 Free Spins - No Deposit",8904,4,0,4,0.0004,8900,2541,1835,0.2386,1208,322,204,0.0229,0.1112,36,0.004,0.9995999999999999,0.0,0.0004,1,0.0001,"[179, 200]",[94]
1902,YFS - Redirect - ForYouPromo (FRST Media) - Test and Keep Milka samples (With Email PrePop),96,144,Milka Samples Via Your Freebie Style,2025-09-29,484.84,"contact.FIRSTNAME | default : ""Hey "" }} - Your Milka Testing Kit is Waiting",34337,18,9,9,0.0005,34319,6032,4447,0.1535,5340,1334,939,0.0274,0.2112,89,0.0026,0.9995,0.0003,0.0003,3,0.0001,[96],[144]
1903,YFS - Redirect - Clickwork7 - Custard (May25) (Batched),"YFS 1 week,YFS 2 weeks,200",147,Free £2 Via Your Freebie Style,2025-09-29,0.0,"contact.FIRSTNAME | default : ""Hello"" }} Top pick: Claim your £2 bonus",17015,3,0,3,0.0002,17012,3650,2690,0.17739999999999997,1852,336,234,0.0138,0.087,42,0.0025,0.9998,0.0,0.0002,0,0.0,[200],[147]
1908,YFS - Redirect - My Hppy Street (Batched),194,207,Lucky Street At Your Freebie Style,2025-09-30,602.12,"contact.FIRSTNAME | default : ""Hello"" }} Enter your postcode to get started",11295,4,1,3,0.0004,11291,3038,2169,0.22469999999999998,1636,439,264,0.023399999999999997,0.1217,25,0.0022,0.9995999999999999,0.0001,0.0003,0,0.0,[194],[207]
1909,YFS - Redirect - YouSweep - Paypal,"YFS 1 week,YFS 2 weeks,173,194",187,Prepaid Paypal Via Your Freebie Style,2025-09-30,0.0,contact.FIRSTNAME }} Your £100 Paypal Card Entry Needs Confirmation,29290,20,1,19,0.0007000000000000001,29270,8774,5914,0.22690000000000002,3201,1941,1290,0.0441,0.2181,98,0.0033,0.9993000000000001,0.0,0.0006,3,0.0001,"[173, 194]",[187]
1849,YFS - Redirect - Gaming Redirect (cascade),"150,180","94,171",Welcome Bonus Via Your Freebie Style,2025-10-01,666.95,contact.FIRSTNAME }} You've Got a New Bonus!,73848,38,5,33,0.0005,73810,18560,14296,0.22579999999999997,10509,1117,825,0.011200000000000002,0.057699999999999994,299,0.0040999999999999995,0.9995,0.0001,0.0004,6,0.0001,"[150, 180]","[94, 171]"
1910,YFS - Redirect - ForYouPromo (FRST Media) - Nike (Apr25),"150,172","89,206",Test Nike Products Via Your Freebie Style,2025-10-01,0.0,"contact.FIRSTNAME | default : ""Hey "" }} Nike product tester wanted",28376,14,1,13,0.0005,28362,9083,6785,0.27440000000000003,3638,1547,1056,0.037200000000000004,0.15560000000000002,84,0.003,0.9995,0.0,0.0005,0,0.0,"[150, 172]","[89, 206]"
1911,YFS - Redirect - Little Star Media - Super Free Bingo (April25) (Batched Send),"YFS active,194","94,183",Your Freebie Style,2025-10-01,0.0,"contact.FIRSTNAME | default : ""Hey ""}} here’s your 10 free spins!",14123,3,0,3,0.0002,14120,3051,2272,0.1784,1382,266,202,0.0143,0.0889,35,0.0025,0.9998,0.0,0.0002,1,0.0001,[194],"[94, 183]"
1848,YFS - Redirect - Gaming Redirect (Sep25) (cascade),161,"94,171",Bonus Pending Via Your Freebie Style,2025-10-02,603.26,contact.FIRSTNAME }} It's time to claim a welcome bonus,37976,186,0,186,0.0049,37790,8319,6188,0.18420000000000003,4192,926,683,0.0181,0.1104,107,0.0028000000000000004,0.9951000000000001,0.0,0.0049,2,0.0001,[161],"[94, 171]"
1879,YFS - Redirect - Sovendus - Free Vouchers - (Cascade),"97,150,161,170,175",176,2 Vouchers Available Via Your Freebie Style,2025-10-02,0.0,contact.FIRSTNAME }} A Special Thank You + 2 Free Vouchers Inside!,66581,23,0,23,0.0003,66558,22548,16676,0.293,9647,3346,2652,0.0398,0.159,230,0.0034999999999999996,0.9997,0.0,0.0003,5,0.0001,"[97, 150, 161, 170, 175]",[176]
1904,YFS - Redirect - Best New Spins (Apr25) (Batched),"194,200","94,208",Your Freebie Style,2025-10-02,0.0,"contact.FIRSTNAME | default : ""Hello"" }} Your 100 Free Spins + No Deposit Offer Awaits!",11749,3,0,3,0.0003,11746,2894,2067,0.1978,1294,128,88,0.0075,0.0426,15,0.0013,0.9997,0.0,0.0003,1,0.0001,"[194, 200]","[94, 208]"
1906,YFS - Redirect - Sovendus - Free Vouchers - Reg 5+ Not Clicked (Cascade),197,176,2 Vouchers Available Via Your Freebie Style,2025-10-02,0.0,contact.FIRSTNAME }} A Special Thank You + 2 Free Vouchers Inside!,32885,48,2,46,0.0015,32837,13475,10337,0.35159999999999997,3438,1043,787,0.024,0.0761,215,0.006500000000000001,0.9984999999999999,0.0001,0.0014000000000000002,1,0.0,[197],[176]
1912,YFS - Redirect - HeyPiggy (Jul25 Creative) (New Redirect Link),"YFS active,YFS 2 weeks,YFS 4 weeks,YFS 1 week",149,Paypal Cash Via Your Freebie Style,2025-10-02,0.0,contact.FIRSTNAME }} Your Free PayPal Cash Is Waiting,28152,28,4,24,0.001,28124,7380,5158,0.2051,2974,1458,993,0.0353,0.1925,57,0.002,0.9990000000000001,0.0001,0.0009,3,0.0001,[],[149]
1919,YFS - Redirect - Leadscale Labs - Survey Spotter (Mar25 creative),"YFS 4 weeks,173",130,Get Paid Via Your Freebie Style,2025-10-03,573.5,contact.FIRSTNAME }} What's your preferred payment method?,31792,23,1,22,0.0007000000000000001,31769,6506,4617,0.1699,4601,703,500,0.015700000000000002,0.10830000000000001,67,0.0021,0.9993000000000001,0.0,0.0007000000000000001,4,0.0001,[173],[130]
